id,created_at,author_id,title,isbn,language,pages,published,genre,rating,score,vote,link,image,image_small,description
173,2023-05-24 08:44:31.337685+00,134,Goodnight Moon,9780060775858,English,32,1947-09-03,"Childrens, Picture Books, Classics, Fiction, Poetry, Kids, Animals",4.30 avg rating - 359.262 ratings,98.827,1.229,https://www.goodreads.com/book/show/32929.Goodnight_Moon,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439223893i/32929.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439223893i/32929._SX50_.jpg,"In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon. "" And to all the familiar things in the softly lit room -- to the picture of the three little bears sitting on chairs, to the clocks and his socks, to the mittens and the kittens, to everything one by one -- the little bunny says goodnight. In this classic of children's literature, beloved by generations of readers and listeners, the quiet poetry of the words and the gentle, lulling illustrations combine to make a perfect book for the end of the day."
174,2023-05-24 08:44:31.337685+00,135,Six of Crows (Six of Crows #1),,English,465,2015-09-29,"Fantasy, Young Adult, Fiction, Young Adult Fantasy, Romance, LGBT, Adventure",4.50 avg rating - 810.223 ratings,96.821,1.034,https://www.goodreads.com/book/show/23437156-six-of-crows,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651710803i/23437156.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651710803i/23437156._SY75_.jpg,Ketterdam: a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone. . . . A convict with a thirst for revengeA sharpshooter who can’t walk away from a wagerA runaway with a privileged pastA spy known as the WraithA Heartrender using her magic to survive the slumsA thief with a gift for unlikely escapesSix dangerous outcasts. One impossible heist. Kaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first.
175,2023-05-24 08:44:31.337685+00,27,A Midsummer Night's Dream,9780743477543,English,240,1595-01-01,"Classics, Plays, Fiction, Fantasy, Drama, School, Romance",3.95 avg rating - 515.797 ratings,96.658,1.262,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327874534i/1622.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874534i/1622._SY75_.jpg,"Shakespeare's intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander. Bad news is, Hermia's father wants Demetrius for a son-in-law. On the outside is Helena, whose unreturned love burns hot for Demetrius. Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena). In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy. The plot twists up when Oberon's head mischief-maker, Puck, runs loose with a flower which causes people to fall in love with the first thing they see upon waking. Throw in a group of labourers preparing a play for the Duke's wedding (one of whom is given a donkey's head and Titania for a lover by Puck) and the complications become fantastically funny."
176,2023-05-24 08:44:31.337685+00,79,Frostbite (Vampire Academy #2),,English,327,2008-04-01,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Paranormal Romance",4.26 avg rating - 344.216 ratings,96.458,1.097,https://www.goodreads.com/book/show/2282133.Frostbite,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361098960i/2282133.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361098960i/2282133._SY75_.jpg,"Rose loves Dimitri, Dimitri might love Tasha, and Mason would die to be with Rose…It’s winter break at St. Vladimir’s, but Rose is feeling anything but festive. A massive Strigoi attack has put the school on high alert, and now the Academy’s crawling with Guardians—including Rose’s hard-hitting mother, Janine Hathaway. And if hand-to-hand combat with her mom wasn’t bad enough, Rose’s tutor Dimitri has his eye on someone else, her friend Mason’s got a huge crush on her, and Rose keeps getting stuck in Lissa’s head while she’s making out with her boyfriend, Christian! The Strigoi are closing in, and the Academy’s not taking any risks. . . . This year, St. Vlad’s annual holiday ski trip is mandatory. But the glittering winter landscape and the posh Idaho resort only create the illusion of safety. When three friends run away in an offensive move against the deadly Strigoi, Rose must join forces with Christian to rescue them. But heroism rarely comes without a price…"
177,2023-05-24 08:44:31.337685+00,136,The Maze Runner (The Maze Runner #1),9780385737944,English,384,2009-10-06,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Adventure, Mystery",4.04 avg rating - 1.407.531 ratings,95.301,1.097,https://www.goodreads.com/book/show/6186357-the-maze-runner,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375596592i/6186357.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375596592i/6186357._SY75_.jpg,"There are alternate cover editions for this ASIN here and here. If you ain’t scared, you ain’t human. When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone. Nice to meet ya, shank. Welcome to the Glade. Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive. Everything is going to change. Then a girl arrives. The first girl ever. And the message she delivers is terrifying. Remember. Survive. Run."
178,2023-05-24 08:44:31.337685+00,137,The Haunting of Hill House,9780143039983,English,182,1959-10-16,"Horror, Classics, Fiction, Gothic, Mystery, Paranormal, Audiobook",3.82 avg rating - 259.427 ratings,94.073,990,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327871336i/89717.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871336i/89717._SY75_.jpg,"It is the story of four seekers who arrive at a notoriously unfriendly pile called Hill House: Dr. Montague, an occult scholar looking for solid evidence of a ""haunting"" Theodora, the lighthearted assistant Eleanor, a friendless, fragile young woman well acquainted with poltergeists and Luke, the future heir of Hill House. At first, their stay seems destined to be merely a spooky encounter with inexplicable phenomena. But Hill House is gathering its powers—and soon it will choose one of them to make its own."
179,2023-05-24 08:44:31.337685+00,138,Tess of the D'Urbervilles,,English,518,1891-01-01,"Classics, Fiction, Romance, Literature, Historical Fiction, 19th Century, Victorian",3.82 avg rating - 272.530 ratings,93.776,1.147,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1633063778i/32261.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633063778i/32261._SY75_.jpg,"Alternate cover edition of ISBN 9780141439594. When Tess Durbeyfield is driven by family poverty to claim kinship with the wealthy D'Urbervilles and seek a portion of their family fortune, meeting her 'cousin' Alec proves to be her downfall. A very different man, Angel Clare, seems to offer her love and salvation, but Tess must choose whether to reveal her past or remain silent in the hope of a peaceful future."
180,2023-05-24 08:44:31.337685+00,139,Heart of Darkness,9781892295491,English,188,1899-01-01,"Classics, Fiction, Literature, Africa, Historical Fiction, School, Novels",3.43 avg rating - 487.343 ratings,93.097,1.15,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392799983i/4900.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392799983i/4900._SX50_.jpg,"Heart of Darkness, a novel by Joseph Conrad, was originally a three-part series in Blackwood's Magazine in 1899. It is a story within a story, following a character named Charlie Marlow, who recounts his adventure to a group of men onboard an anchored ship. The story told is of his early life as a ferry boat captain. Although his job was to transport ivory downriver, Charlie develops an interest in investing an ivory procurement agent, Kurtz, who is employed by the government. Preceded by his reputation as a brilliant emissary of progress, Kurtz has now established himself as a god among the natives in “one of the darkest places on earth. ” Marlow suspects something else of Kurtz: he has gone mad. A reflection on corruptive European colonialism and a journey into the nightmare psyche of one of the corrupted, Heart of Darkness is considered one of the most influential works ever written."
181,2023-05-24 08:44:31.337685+00,1,The Hunger Games Trilogy Boxset (The Hunger Games #1-3),9780545265355,English,1155,2008-01-01,"Young Adult, Fiction, Fantasy, Dystopia, Science Fiction, Romance, Adventure",4.49 avg rating - 212.401 ratings,91.647,1.078,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360094673i/7938275.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360094673i/7938275._SY75_.jpg,"The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in a beautiful boxset edition. Stunning, gripping, and powerful. The trilogy is now complete!"
182,2023-05-24 08:44:31.337685+00,79,Blood Promise (Vampire Academy #4),9781595141989,English,503,2009-08-25,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Paranormal Romance",4.31 avg rating - 304.259 ratings,91.015,1.039,https://www.goodreads.com/book/show/5996153-blood-promise,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442530605i/5996153.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442530605i/5996153._SY75_.jpg,"Bound by love, but sworn to kill. . . The world thought Dimitri was dead. And to a certain extent, he was. But I hadn't been able to forget a conversation he and I had once had. We'd both agreed that we'd rather be dead - truly dead - than walk the world as Strigoi. It was time to honor our words. Guardian Rose Hathaway's life will never be the same. The recent attack on St. Vladimir's Academy devastated the entire Moroi world. Many are dead. And, for the few victims carried off by Strigoi, their fates are even worse. A rare tattoo now adorns Rose's neck a mark that says she's killed far too many Strigoi to count. But only one victim matters. . . Dimitri Belikov. Rose must now choose one of two very different paths: honoring her life's vow to protect Lissa—her best friend and the last surviving Dragomir princess—or, dropping out of the Academy to strike out on her own and hunt down the man she loves. She'll have to go to the ends of the earth to find Dimitri and keep the promise he begged her to make. But the question is, when the time comes, will he want to be saved?Now, with everything at stake—and worlds away from St. Vladimir's and her unguarded, vulnerable, and newly rebellious best friend—can Rose find the strength to destroy Dimitri? Or, will she sacrifice herself for a chance at eternal love?Readers who fell in love with Rose, Lissa, and Dimitri won't want to miss Blood Promise, the much-anticipated, epic fourth novel in Richelle Mead's enthralling Vampire Academy series."
